,labels,content_clean,mapping
4225,0,some of you all should stop posting stories before people realize how annoying and unfunny you really are... fuck around and lose followers ,not-hate
4226,1,i do not have to tell my homies not to take women cus they do not want us we just move on to the next bitch hundred points ,hate
4227,1,   yup. you *did say this  and now you have lied to get yourself out of a hole. ,hate
4228,0, you a who are ,not-hate
4229,1,"hartley   brewer, vine, oakeshott, moir, women of the right who seem to think  torysleaze36 is an hysterical witch hunt, say it to victims. ",hate
4230,0,do not let chicks who smoke a lot suck your wiener... you will get dick cancer  smokingwomensuck ,not-hate
4231,1,when she thinks she won the argument but you tell her 'hold tf up' then flip the whole thing on her ass ,hate
4232,0, as long as it takes to  buildthatwall ,not-hate
4233,1, notallmen is legitimatly telling you men do not rape because of some urge... you need to watch zootopia and pay at… ,hate
4234,0,"if you ever tell me you are curious about sucking cock you better believe that this is your future, slut face with tears of joy… ",not-hate
4235,1, s bio on here says  buildthatwall ,hate
4236,1,   she clearly thinks women are stupid! bitch needs to take a seat. ,hate
4237,1,"watch what happens next! muslim migrant challenges welfare worker, and t... via  exactly what we must do !!! ",hate
4238,1,if you got an attitude...I am going to just choke you and devour your pussy ,hate
4239,1,right! as they rape and butcher women and children !!!!!! ,hate
4240,1,rep. biggs pitches plan to fund border wall by penalizing countries of illegal immigrants ,hate
4241,1,i believe the problem with the  notallmen argument is that although yes not all men disrespect women   ,hate
4242,0, you mexi shitmouth ugly a** bi**h go fuck a dead dog you tranny who are cunt redskin peice of shit leave amer to amer who are ,not-hate
4243,1,"have you heard? attorney mike day has received the 2017 harris county bench bar pro bono award for his excellent pro bono work. last year, mike volunteered over 120 hours of legal assistance to immigrant families. way to go, mike! ",hate
4244,0,"weekly sunday tweet  goodmorning to everyone except dick riding  and his bitch ass president, staff and whoever else fucks with them ",not-hate
4245,1,hoe just called me a chauffeur bitch I am a shuttle driver ,hate
4246,0,my bitch cunt supervisor can never keep my name outta her mouth ,not-hate
4247,0,new  economic contributions of immigrants in the united states from countries targeted in travel ban. scotus hears arguments this wednesday            ,not-hate
4248,1,"cruel treatment. appalling conditions. human rights violations.   immigrants suffer each of these daily at the  atlantadetentioncenter. join us and  at 12p in front of the acdc as we release ""inside atlanta's immigrant cages,"" a report on acdc.  shutdownacdc  abolishice ",hate
4249,1, how are death threats any less reprehensible than rape threats? would you rather be killed than raped?  metoo  notallmen ,hate
4250,0,do not watch me you better just watch yo nigga ho ,not-hate
4251,0,couple's fury as jury pays illegal immigrant's fine after jewelry theft conviction ,not-hate
4252,0,when your wingman gets bunned up and leaves you to fend for yourself ,not-hate
4253,0, your lady probably is a bitch though. most women are bitches and whores. a woman who wants you to f… ,not-hate
4254,1,“they told her they had this hysterical—because i was—hysterical girl on the end of the line that needed to see... ,hate
4255,0,"   are you aware of the ngo and people smuggling initiative in europe that are illegally importing massive numbers of economic migrants into europe? in italy, sicily has basically turned into a warzone between the ita ",not-hate
4256,1,"to become us citizens, all  legalimmigrants have 2 undergo a health medical exam, which probably 25  of our congress andms.ginsburg would find difficult to pass... just because they have taxpayer paid cadillac healthcare does not mean they r fit 4 job! termlimits ",hate
4257,0, migrants perhaps all countries that gave massive food aid to countries that could not feed their own people due to too many people as is  eg  the country is a desert  years ago should readily welcome the aftermath in the form of endless migration of refugees to their homes? ,not-hate
4258,1, this has nothing to do with politics it goes with women who keep saying there is a rape culture when there is actually rape accusation culture ,hate
4259,0, what is your racist skank of a wife up to now ? ,not-hate
4260,0,president trump humiliates angela merkel over her destructive immigration policy   free speech time    ,not-hate
4261,1,her  i have a man me  ,hate
4262,1,"can anyone answer this question?why is it ok in this country to make light hearted, or even offensive comments about christianity, but similar comments about islam are considered islamophobic by the mainstream media? burqa  brexit  bitcoin  immigration  r4today  saudiarabia ",hate
4263,0,when your friend owes you money but they keep checking into fancy places on facebook... ,not-hate
4264,0, you are a friggin idiot and anti american  buildthewall  noamnesty  nodaca  drainthedeepstate  votedemout2018  maga  walkaway  trump2020  thestorm  liberalismisamentaldisease ,not-hate
4265,1,"abvp was floated to bypass the ban on rss. rss was banned for spreading hate and bigotry through violence and terrorism. part of abvp dna to go around beating up people, curtailing discussion etc  abvpkagundaraj du  sendthemhome ",hate
4266,0, kenya to invest in vocational training for  refugees to enhance their integration in the host country through employment or entrepreneurship  withrefugees   worldrefugeeday      ,not-hate
4267,1,disgusting !!! 2amendment  buildthatwall  deportthemall  civilwar  declassifyitall ,hate
4268,0,what kind of goons and buffoons stop a magazine launch!  abvpkagundaraj  goonswithguns  sendthemhome ,not-hate
4269,0,invaders are not immigrants   another reality check for americans ! ,not-hate
4270,1, so men and women can not live together without sexual assault taking place?face with rolling eyes not all men are monsters!!!! ,hate
4271,0, immigration  illegalalien  borderpatrol  citizenship  magathis is a good explanation!    dave ,not-hate
4272,0,"sorry bitch I will be a who are any damn day over that shit, gtfohperson shrugginglight skin tone‍female sign️person shrugginglight skin tone‍female sign️person shrugginglight skin tone‍female sign️ ",not-hate
4273,0,a question  should tom watson or any other labour mp be taking funding from a reported racist facist?    ,not-hate
4274,0,"people deprived of the vital family support promised to them by the state, during the hardest time of their lives, thanks to... the state  home office delays + this country’s incoherent, cruel, racist, unworkable bureaucratic mess of an immigration system. ",not-hate
4275,1,i will not be satisfied until I am so famous that i can not go out in public... because at least then I will have a good excuse not to go out ,hate
4276,0,     fuck off jag you ignorant slut with your sad pink paper. ,not-hate
4277,0,i think i should start charging for this dick so i can be a real who are ,not-hate
4278,0,"world relief's offices across the you.s. provide refugees with a warm welcome when they arrive. tomorrow, we are revealing a brand new opportunity for you to help refugees rebuild their lives and to make sure they feel welcome in the you.s. can you guess what it is?     wrlovesrefugees ",not-hate
4279,1,"when you think you finally found the one, then you find out he cries after he cums ",hate
4280,1,germany hoping for a breakthrough in migration talks with italy and greece ,hate
